[19:43:30] server start http://127.0.0.1:8770 backend_ready=True
[20:02:02] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:02] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:05] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:05] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:08] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:08] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:11] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:11] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:14] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:14] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:17] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:17] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:19] build job b1789819304476 → done (upload_probe2)
[20:02:20] 127.0.0.1 "GET /api/build/status?id=b1789819304476 HTTP/1.1" 200 -
[20:02:20] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:23] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:26] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:29] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:32] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:35] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:38] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:41] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:44] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:47] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:50] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:53] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:56] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:02:59] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:02] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:05] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:09] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:12] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:15] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:18] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:21] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:24] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:27] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:30] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:33] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:36] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:38] build job b1789819304509 → done (upload_probe3)
[20:03:39] 127.0.0.1 "GET /api/build/status?id=b1789819304509 HTTP/1.1" 200 -
[20:03:39] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:06:22] server start http://127.0.0.1:8770 backend_ready=True
[20:06:31] build job b1789819591290 queued (prompt='sofa. chair. table. picture. mirror.' intrinsics='auto')
[20:06:31] 127.0.0.1 "POST /api/build HTTP/1.1" 200 -
[20:06:34] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:37] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:40] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:43] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:46] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:49] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:52] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:55] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:06:58] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:07:01] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:07:04] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:07:05] build job b1789819591290 → done (upload_probe)
[20:07:07] 127.0.0.1 "GET /api/build/status?id=b1789819591290 HTTP/1.1" 200 -
[20:07:07] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:07:18] 127.0.0.1 "GET /?scene=upload_probe&layout=grid HTTP/1.1" 200 -
[20:07:18] 127.0.0.1 "GET /app.js HTTP/1.1" 200 -
[20:07:18] 127.0.0.1 "GET /vendor/three.module.js HTTP/1.1" 200 -
[20:07:18] 127.0.0.1 "GET /vendor/OrbitControls.js HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 code 404, message File not found
[20:07:19] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
[20:07:19] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /data/upload_probe.scene.json HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /data/upload_probe.report.json HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/rgb.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/picture_1.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/sofa_1.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/chair_1.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/picture_3.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/mirror_1.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/picture_2.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/table_1.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/picture_4.png HTTP/1.1" 200 -
[20:07:19] 127.0.0.1 "GET /assets/upload_probe/masks/sofa_chair_1.png HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /?scene=upload_probe&layout=focus HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /app.js HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /vendor/three.module.js HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /vendor/OrbitControls.js HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 code 404, message File not found
[20:07:20] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
[20:07:20] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /data/upload_probe.scene.json HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /data/upload_probe.report.json HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /assets/upload_probe/rgb.png HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /assets/upload_probe/masks/sofa_1.png HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /assets/upload_probe/masks/picture_1.png HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /assets/upload_probe/masks/mirror_1.png HTTP/1.1" 200 -
[20:07:20] 127.0.0.1 "GET /assets/upload_probe/masks/chair_1.png HTTP/1.1" 200 -
[20:07:21] 127.0.0.1 "GET /assets/upload_probe/masks/picture_2.png HTTP/1.1" 200 -
[20:07:21] 127.0.0.1 "GET /assets/upload_probe/masks/picture_3.png HTTP/1.1" 200 -
[20:07:21] 127.0.0.1 "GET /assets/upload_probe/masks/sofa_chair_1.png HTTP/1.1" 200 -
[20:07:21] 127.0.0.1 "GET /assets/upload_probe/masks/table_1.png HTTP/1.1" 200 -
[20:07:21] 127.0.0.1 "GET /assets/upload_probe/masks/picture_4.png HTTP/1.1" 200 -
[20:07:34] ask scene=upload_probe planner=off vlm=True q=场景里一共有多少个物体？
[20:07:38] ask done status=ok elapsed=3.73s saved=demo_live_20260919_200738_upload_probe.json
[20:07:38] 127.0.0.1 "POST /api/ask HTTP/1.1" 200 -
[20:07:38] ask scene=upload_probe planner=off vlm=True q=沙发和桌子之间的三维距离是多少米？
[20:07:39] ask done status=ok elapsed=1.71s saved=demo_live_20260919_200739_upload_probe.json
[20:07:39] 127.0.0.1 "POST /api/ask HTTP/1.1" 200 -
[20:07:39] counterfactual scene=upload_probe remove=['table_1'] ok=True
[20:07:39] 127.0.0.1 "POST /api/counterfactual HTTP/1.1" 200 -
[20:08:41] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /?upload=1&layout=grid HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /app.js HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /vendor/three.module.js HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /vendor/OrbitControls.js HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 code 404, message File not found
[20:10:09] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
[20:10:09] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /data/living_room.scene.json HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /data/living_room.report.json HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/rgb.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/chair_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/sofa_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/picture_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/picture_2.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/picture_3.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/mirror_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/sofa_chair_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/table_1.png HTTP/1.1" 200 -
[20:10:09] 127.0.0.1 "GET /assets/living_room/masks/picture_4.png HTTP/1.1" 200 -
[20:10:10] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:10:52] 127.0.0.1 "GET /?upload=1&layout=grid HTTP/1.1" 200 -
[20:10:52] 127.0.0.1 "GET /app.js HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /vendor/three.module.js HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /vendor/OrbitControls.js HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 code 404, message File not found
[20:10:53] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
[20:10:53] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /data/living_room.scene.json HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /data/living_room.report.json HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/rgb.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/sofa_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/picture_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/mirror_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/chair_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/picture_2.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/picture_3.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/sofa_chair_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/table_1.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /assets/living_room/masks/picture_4.png HTTP/1.1" 200 -
[20:10:53] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:11:03] 127.0.0.1 "HEAD / HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET / HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /app.js HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /data/living_room.scene.json HTTP/1.1" 200 -
[20:11:05] 127.0.0.1 "GET /data/living_room.report.json HTTP/1.1" 200 -
[20:11:06] 127.0.0.1 code 404, message File not found
[20:11:06] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
[20:28:02] server start http://127.0.0.1:8770 backend_ready=True
[20:28:12] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:28:12] 127.0.0.1 "GET / HTTP/1.1" 200 -
[20:33:26] server start http://127.0.0.1:8770 backend_ready=True
[20:33:34] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:33:35] 127.0.0.1 "GET / HTTP/1.1" 200 -
[20:36:05] 127.0.0.1 "HEAD / HTTP/1.1" 200 -
[20:36:32] 127.0.0.1 "GET / HTTP/1.1" 304 -
[20:36:32] 127.0.0.1 "GET /app.js HTTP/1.1" 304 -
[20:36:33] 127.0.0.1 "GET /api/health HTTP/1.1" 200 -
[20:36:33] 127.0.0.1 "GET /data/index.json HTTP/1.1" 200 -
[20:36:33] 127.0.0.1 "GET /data/runs.json HTTP/1.1" 200 -
[20:36:33] 127.0.0.1 "GET /data/living_room.scene.json HTTP/1.1" 200 -
[20:36:33] 127.0.0.1 "GET /data/living_room.report.json HTTP/1.1" 200 -
[20:36:33] 127.0.0.1 code 404, message File not found
[20:36:33] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 404 -
